Timestamp	IR Status	Ultrasonic Status	Temperature	Humidity	Headcount	Brightness Level
23:10:44	1	430.44	21.6	70.5	0	10
23:10:45	1	409.75	21.6	70.5	0	10
23:10:46	1	410.03	21.6	70.5	0	10
23:10:47	1	410.24	21.6	70.5	0	10
23:10:48	1	409.99	21.6	70.5	0	10
23:10:49	1	158.36	21.6	70.5	1	100
23:10:51	1	125.04	21.6	70.5	1	100
23:10:52	1	126.55	21.6	70.5	1	100
23:10:53	1	126.51	21.6	70.5	1	100
23:10:54	1	123.44	21.6	70.5	1	100
23:10:55	1	123.97	21.6	70.5	1	100
23:10:56	1	123.97	21.6	70.5	1	100
23:10:57	1	132.85	21.6	70.5	1	100
23:10:58	1	123.32	21.6	70.5	1	100
23:10:59	1	124.3	21.6	70.5	1	100
23:11:00	1	128.92	21.6	70.5	1	100
23:11:01	1	128.19	21.6	70.5	1	100
23:11:02	1	129.37	21.6	70.5	1	100
23:11:03	1	133.54	21.6	70.5	1	100
23:11:04	1	330.46	21.6	70.5	0	10
23:11:05	1	339.5	21.6	70.5	0	10
23:11:06	1	338.48	21.6	70.5	0	10
23:11:07	1	97.4	21.6	70.5	1	100
23:11:09	1	92.33	21.6	70.5	1	100
23:11:10	1	338.27	21.6	70.5	0	10
23:11:11	1	357.41	21.6	70.5	0	10
23:11:12	1	314.43	21.6	70.5	0	10
23:11:13	1	88.28	21.6	70.5	1	100
23:11:15	1	97.19	21.6	70.5	1	100
23:11:16	1	235.85	21.6	70.5	0	10
23:11:18	1	335.66	21.6	70.5	0	10
23:11:19	1	305.93	21.6	70.5	0	10
23:11:20	1	80.96	21.6	70.5	1	100
23:11:21	1	20800.58	21.6	70.5	0	10
23:11:23	1	330.01	21.6	70.5	0	10
23:11:24	1	404.68	21.6	70.5	0	10
23:11:25	1	20803.4	21.6	70.5	0	10
23:11:26	1	20801.11	21.6	70.5	0	10
23:11:27	1	20809.2	21.6	70.5	0	10
23:11:28	1	20803.6	21.6	70.5	0	10
23:12:46	1	20810.92	21.6	70.5	0	10
23:12:47	1	20806.05	21.6	70.5	0	10
23:12:48	1	335.29	21.6	70.5	0	10
23:12:49	1	73.97	21.6	70.5	1	100
23:12:51	1	81.53	21.6	70.5	1	100
23:12:52	1	61.05	21.6	70.5	1	100
23:12:53	0	35.86	21.6	70.5	1	100
23:12:54	0	42.03	21.6	70.5	1	100
23:12:55	1	52.54	21.6	70.5	1	100
23:12:56	0	396.25	21.6	70.5	1	100
23:12:57	1	159.1	21.6	70.5	1	100
23:12:58	1	112.69	21.6	70.5	1	100
23:12:59	1	86.32	21.6	70.5	1	100
23:13:00	1	87.95	21.6	70.5	1	100
23:13:01	1	68.9	21.6	70.5	1	100
23:13:02	1	43.46	21.6	70.5	1	100
23:13:03	1	127.49	21.6	70.5	1	100
23:13:04	1	167.56	21.6	70.5	1	100
23:13:05	1	171.9	21.6	70.5	1	100
23:13:06	1	205.43	21.6	70.5	0	10
23:13:08	1	20797.71	21.6	70.5	0	10
23:13:09	1	1674.72	21.6	70.5	0	10
23:13:10	1	162.61	21.6	70.5	1	100
23:13:11	1	139.72	21.6	70.5	1	100
23:13:12	1	153.05	21.6	70.5	1	100
23:13:13	1	138.78	21.6	70.5	1	100
23:13:14	1	227.55	21.6	70.5	0	10
23:13:16	1	213.19	21.6	70.5	0	10
23:13:17	1	214.63	21.6	70.5	0	10
23:13:18	1	209.35	21.6	70.5	0	10
23:13:19	1	213.4	21.6	70.5	0	10
23:13:20	1	132.85	21.6	70.5	1	100
23:13:21	0	54.3	21.6	70.5	1	100
23:13:22	1	1152.41	21.6	70.5	0	10
23:13:24	1	1156.74	21.6	70.5	0	10
23:13:25	1	1148.03	21.6	70.5	0	10
23:13:26	1	1147.75	21.6	70.5	0	10
23:13:27	1	1156.29	21.6	70.5	0	10
23:13:28	1	1152.37	21.6	70.5	0	10
23:13:29	1	1156.91	21.6	70.5	0	10
23:13:30	1	1160.51	21.6	70.5	0	10
23:13:31	1	1674.56	21.6	70.5	0	10
23:13:32	1	99.81	21.6	70.5	1	100
23:13:33	1	84.64	21.6	70.5	1	100
23:13:34	1	91.43	21.6	70.5	1	100
23:13:35	1	133.34	21.6	70.5	1	100
23:13:36	1	129.05	21.6	70.5	1	100
23:13:37	0	130.27	21.6	70.5	1	100
23:13:38	0	158.4	21.6	70.5	1	100
23:13:39	1	178.93	21.6	70.5	1	100
23:13:40	1	174.47	21.6	70.5	1	100
23:13:41	1	166.21	21.6	70.5	1	100
23:13:42	1	162.16	21.6	70.5	1	100
23:13:43	1	156.32	21.6	70.5	1	100
23:13:44	1	159.55	21.6	70.5	1	100
23:13:45	0	158.04	21.6	70.5	1	100
23:13:46	1	165.19	21.6	70.5	1	100
23:13:47	0	159.67	21.6	70.5	1	100
23:13:48	1	210.86	21.6	70.5	0	10
23:13:50	1	20806.05	21.6	70.5	0	10
23:13:51	1	71.06	21.6	70.5	1	100
23:13:53	1	72.78	21.6	70.5	1	100
23:13:54	0	69.67	21.6	70.5	1	100
23:13:55	0	69.55	21.6	70.5	1	100
23:13:56	0	69.51	21.6	70.5	1	100
23:13:57	0	70.98	21.6	70.5	1	100
23:13:58	1	75.97	21.6	70.5	1	100
